-[ RECORD 1 ]------------------+----------------------------------------------------------
case_number                    | I-200-24200-206899
employer_poc_last_name         | VADDI
worksite_address1              | 51 COMMERCE DRIVE
worksite_address2              | 
worksite_city                  | AUGUSTA
worksite_county                | AUGUSTA CITY
lawfirm_name_business_name     | LAW OFFICE OF THOMAS V. ALLEN PLLC.
employer_address1              | 1100 CORNWALL ROAD
employer_address2              | SUITE 120
employer_city                  | MONMOUTH JUNCTION
employer_state                 | NJ
employer_postal_code           | 08852
begin_date                     | 1/25/2024
end_date                       | 1/24/2027
total_worker_positions         | 1
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 19 ]-----------------+----------------------------------------------------------
case_number                    | I-200-22320-590797
job_title                      | SOFTWARE DEVELOPER
employer_name                  | THINKLUSIVE INC
secondary_entity_business_name | STATE OF MAINE INFORMATION TECHNOLOGY DIVISION
employer_poc_email             | LAKSHMI.VADDI@THINKLUSIVE.COM
employer_poc_phone             | 17324193704
employer_poc_first_name        | SRI LAKSHMI
employer_poc_last_name         | VADDI
worksite_address1              | 51 COMMERCE DRIVE
worksite_address2              | 
worksite_city                  | AUGUSTA
worksite_county                | AUGUSTA CITY
lawfirm_name_business_name     | LAW OFFICE OF THOMAS V. ALLEN PLLC.
employer_address1              | 1100 CORNWALL ROAD
employer_address2              | SUITE 120
employer_city                  | MONMOUTH JUNCTION
employer_state                 | NJ
employer_postal_code           | 08852
begin_date                     | 3/23/2023
end_date                       | 3/22/2026
total_worker_positions         | 1
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 20 ]-----------------+----------------------------------------------------------
case_number                    | I-200-22116-106937
job_title                      | SOFTWARE DEVELOPER
employer_name                  | THINKLUSIVE INC
secondary_entity_business_name | STATE OF MAINE INFORMATION TECHNOLOGY DIVISION
employer_poc_email             | LAKSHMI.VADDI@THINKLUSIVE.COM
employer_poc_phone             | 17324193704
employer_poc_first_name        | SRI LAKSHMI
employer_poc_last_name         | VADDI
worksite_address1              | 51 COMMERCE DRIVE
worksite_address2              | 
worksite_city                  | AUGUSTA
worksite_county                | AUGUSTA CITY
lawfirm_name_business_name     | LAW OFFICE OF THOMAS V. ALLEN PLLC
employer_address1              | 1100 CORNWALL ROAD
employer_address2              | SUITE 120
employer_city                  | MONMOUTH JUNCTION
employer_state                 | NJ
employer_postal_code           | 08852
begin_date                     | 5/4/2022
end_date                       | 5/3/2025
total_worker_positions         | 1
soc_code                       | 15-1132.00
h_1b_dependent                 | No
-[ RECORD 21 ]-----------------+----------------------------------------------------------
case_number                    | I-200-22350-644906
job_title                      | SOFTWARE DEVELOPER
employer_name                  | 3i INFOTECH INC
secondary_entity_business_name | STATE OF MAINE, OIT, DEPARTMENT OF MAINE REVENUE SERVICES
employer_poc_email             | IMMIGRATION.US@3I-INFOTECH.COM
employer_poc_phone             | 17327104444
employer_poc_first_name        | RAVIKUMAR
employer_poc_last_name         | CHOKKAPU
worksite_address1              | 51 COMMERCE DRIVE
worksite_address2              | 
worksite_city                  | AUGUSTA
worksite_county                | AUGUSTA CITY
lawfirm_name_business_name     | LAW OFFICE OF THOMAS V. ALLEN PLLC.
employer_address1              | 450 RARITAN CENTER PARKWAY
employer_address2              | SUITE B
employer_city                  | EDISON
employer_state                 | NJ
employer_postal_code           | 08837
begin_date                     | 12/27/2022
end_date                       | 12/26/2025
total_worker_positions         | 1
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 22 ]-----------------+----------------------------------------------------------
case_number                    | I-200-22347-638427
job_title                      | SOFTWARE DEVELOPER
employer_name                  | 3i INFOTECH INC
secondary_entity_business_name | STATE OF MAINE, OIT, DEPARTMENT OF MAINE REVENUE SERVICES
employer_poc_email             | IMMIGRATION.US@3I-INFOTECH.COM
employer_poc_phone             | 17327104444
employer_poc_first_name        | RAVIKUMAR
employer_poc_last_name         | CHOKKAPU
worksite_address1              | 51 COMMERCE DRIVE
worksite_address2              | 
worksite_city                  | AUGUSTA
worksite_county                | CARTHAGE TOWN
lawfirm_name_business_name     | LAW OFFICE OF THOMAS V. ALLEN PLLC.
employer_address1              | 450 RARITAN CENTER PARKWAY
employer_address2              | SUITE B
employer_city                  | EDISON
employer_state                 | NJ
employer_postal_code           | 08837
begin_date                     | 12/21/2022
end_date                       | 12/20/2025
total_worker_positions         | 1
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 23 ]-----------------+----------------------------------------------------------
case_number                    | I-200-24142-019236
job_title                      | CYBER SECURITY ENGINEER
employer_name                  | DIZER CORP
secondary_entity_business_name | STATE OF MAINE-OFFICE OF INFORMATION TECHNOLOGY
employer_poc_email             | JAGDISH@DIZERCORP.COM
employer_poc_phone             | 14403680201
employer_poc_first_name        | JAGDISH
employer_poc_last_name         | MEDARAMETLA
worksite_address1              | 51 COMMERCE DRIVE
worksite_address2              | 
worksite_city                  | AUGUSTA
worksite_county                | KENNEBUNK TOWN
lawfirm_name_business_name     | 
employer_address1              | 1912 MENTOR AVENUE
employer_address2              | 
employer_city                  | PAINESVILLE
employer_state                 | OH
employer_postal_code           | 44077
begin_date                     | 10/1/2024
end_date                       | 9/30/2027
total_worker_positions         | 1
soc_code                       | 15-1244.00
h_1b_dependent                 | Yes
-[ RECORD 24 ]-----------------+----------------------------------------------------------
case_number                    | I-200-23229-275164
job_title                      | CYBER SECURITY ENGINEER
employer_name                  | DIZER CORP
secondary_entity_business_name | STATE OF MAINE-OFFICE OF INFORMATION TECHNOLOGY
employer_poc_email             | JAGDISH@DIZERCORP.COM
employer_poc_phone             | 14403680201
employer_poc_first_name        | JAGDISH
employer_poc_last_name         | MEDARAMETLA
worksite_address1              | 51 COMMERCE DRIVE
worksite_address2              | 
worksite_city                  | AUGUSTA
worksite_county                | KENNEBUNK TOWN
lawfirm_name_business_name     | 
employer_address1              | 1912 MENTOR AVENUE
employer_address2              | 
employer_city                  | PAINESVILLE
employer_state                 | OH
employer_postal_code           | 44077
begin_date                     | 8/17/2023
end_date                       | 8/16/2026
total_worker_positions         | 1
soc_code                       | 15-1244.00
h_1b_dependent                 | Yes
-[ RECORD 25 ]-----------------+----------------------------------------------------------
case_number                    | I-200-24082-822090
job_title                      | Systems Administrator
employer_name                  | CNET GLOBAL SOLUTIONS INC
secondary_entity_business_name | State of Maine
employer_poc_email             | HR@CNET-GLOBAL.COM
employer_poc_phone             | 19723255975
employer_poc_first_name        | SAMPOORNA
employer_poc_last_name         | RAMAKRISHNA
worksite_address1              | 51 Commerce Dr
worksite_address2              | 
worksite_city                  | Augusta
worksite_county                | AUGUSTA CITY
lawfirm_name_business_name     | Reddy & Neumann P.C.
employer_address1              | 2600 N CENTRAL EXPRESSWAY, SUITE 650
employer_address2              | 
employer_city                  | RICHARDSON
employer_state                 | TX
employer_postal_code           | 75080
begin_date                     | 9/1/2024
end_date                       | 8/31/2027
total_worker_positions         | 1
soc_code                       | 15-1244.00
h_1b_dependent                 | Yes
-[ RECORD 26 ]-----------------+----------------------------------------------------------
case_number                    | I-200-22298-550160
job_title                      | Systems Administrator
employer_name                  | CNET GLOBAL SOLUTIONS INC
secondary_entity_business_name | State of Maine
employer_poc_email             | HR@CNET-GLOBAL.COM
employer_poc_phone             | 19723255975
employer_poc_first_name        | SAMPOORNA
employer_poc_last_name         | RAMAKRISHNA
worksite_address1              | 51 Commerce Dr.
worksite_address2              | 
worksite_city                  | Augusta
worksite_county                | AUGUSTA CITY
lawfirm_name_business_name     | Reddy & Neumann P.C.
employer_address1              | 2600 N CENTRAL EXPRESSWAY, SUITE 650
employer_address2              | 
employer_city                  | RICHARDSON
employer_state                 | TX
employer_postal_code           | 75080
begin_date                     | 11/7/2022
end_date                       | 11/6/2025
total_worker_positions         | 1
soc_code                       | 15-1242.00
h_1b_dependent                 | Yes
-[ RECORD 27 ]-----------------+----------------------------------------------------------
case_number                    | I-200-24060-757873
job_title                      | Sr. Programmer Analyst
employer_name                  | CipherQore Solutions Inc
secondary_entity_business_name | State of Maine
employer_poc_email             | srinivas@cipherqore.com
employer_poc_phone             | 12254024020
employer_poc_first_name        | Sreenivas
employer_poc_last_name         | Vemulapalli
worksite_address1              | 51 Commerce Drive
worksite_address2              | 
worksite_city                  | Augusta
worksite_county                | BRISTOL TOWN
lawfirm_name_business_name     | Fragomen, Del Rey, Bernsen & Loewy, LLP
employer_address1              | 16179 State Bank Drive
employer_address2              | Suite D
employer_city                  | Prairieville
employer_state                 | LA
employer_postal_code           | 70769
begin_date                     | 3/11/2024
end_date                       | 9/7/2026
total_worker_positions         | 1
soc_code                       | 15-1242.00
h_1b_dependent                 | Yes
-[ RECORD 28 ]-----------------+----------------------------------------------------------
case_number                    | I-200-21300-669740
job_title                      | Software Developer
employer_name                  | G3 Soft Inc
secondary_entity_business_name | State of Maine
employer_poc_email             | prasanna@g3softinc.com
employer_poc_phone             | 19085488884
employer_poc_first_name        | Lakshmi
employer_poc_last_name         | GADDAM
worksite_address1              | 2 Anthony Ave
worksite_address2              | N/A
worksite_city                  | Augusta
worksite_county                | AUGUSTA CITY
lawfirm_name_business_name     | SHARMA YASKHI & ASSOCIATES, LLP
employer_address1              | 40 Brunswick Ave
employer_address2              | Suite 100B
employer_city                  | Edison
employer_state                 | NJ
employer_postal_code           | 08817
begin_date                     | 10/26/2021
end_date                       | 10/25/2024
total_worker_positions         | 1
soc_code                       | 15-1132.00
h_1b_dependent                 | Yes
-[ RECORD 29 ]-----------------+----------------------------------------------------------
case_number                    | I-200-23257-346632
job_title                      | Software Developer
employer_name                  | IOASIZ INC
secondary_entity_business_name | State of Maine
employer_poc_email             | IMMIGRATION@IOASIZ.COM
employer_poc_phone             | 12019040116
employer_poc_first_name        | YOGENDRANATH
employer_poc_last_name         | PAPAGARI
worksite_address1              | 51 Commerce Drive, SHS  145
worksite_address2              | 
worksite_city                  | Augusta
worksite_county                | AUGUSTA CITY
lawfirm_name_business_name     | 
employer_address1              | 15 CORPORATE PL S
employer_address2              | SUITE 402
employer_city                  | PISCATAWAY
employer_state                 | NJ
employer_postal_code           | 08854
begin_date                     | 9/25/2023
end_date                       | 9/24/2026
total_worker_positions         | 1
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 30 ]-----------------+----------------------------------------------------------
case_number                    | I-200-23046-775005
job_title                      | SharePoint Developer
employer_name                  | Maxary LLC
secondary_entity_business_name | State of Maine
employer_poc_email             | rajaitha@maxary.com
employer_poc_phone             | 15712740719
employer_poc_first_name        | Rajendar
employer_poc_last_name         | Aitha
worksite_address1              | 51 Commerce Drive
worksite_address2              | 
worksite_city                  | Augusta
worksite_county                | AUGUSTA CITY
lawfirm_name_business_name     | International Legal and Business Services Group LLP
employer_address1              | 722 E Market St  102
employer_address2              | 
employer_city                  | Leesburg
employer_state                 | VA
employer_postal_code           | 20176
begin_date                     | 2/15/2023
end_date                       | 2/14/2026
total_worker_positions         | 1
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 31 ]-----------------+----------------------------------------------------------
case_number                    | I-200-24346-536276
job_title                      | SharePoint Developer
employer_name                  | Maxary LLC
secondary_entity_business_name | State of Maine
employer_poc_email             | rajaitha@maxary.com
employer_poc_phone             | 15712740719
employer_poc_first_name        | Rajendar
employer_poc_last_name         | Aitha
worksite_address1              | 51 Commerce Dr (End Client address)
worksite_address2              | 
worksite_city                  | Augusta
worksite_county                | KENNEBUNK TOWN
lawfirm_name_business_name     | 
employer_address1              | 722 E Market St
employer_address2              | St 102
employer_city                  | Leesburg
employer_state                 | VA
employer_postal_code           | 20176
begin_date                     | 12/11/2024
end_date                       | 12/10/2027
total_worker_positions         | 1
soc_code                       | 15-1252
h_1b_dependent                 | Yes
-[ RECORD 32 ]-----------------+----------------------------------------------------------
case_number                    | I-200-24165-105255
job_title                      | Software Developer
employer_name                  | PIONEER CONSULTING LLC
secondary_entity_business_name | State of Maine
employer_poc_email             | MADHAVI@PIONEERCONSULTINGSERVICE.COM
employer_poc_phone             | 15158680873
employer_poc_first_name        | MADHAVI
employer_poc_last_name         | SHANKAIAHGARI
worksite_address1              | 51 Commerce Dr
worksite_address2              | 
worksite_city                  | Augusta
worksite_county                | KENNEBUNK TOWN
lawfirm_name_business_name     | IMM Laws
employer_address1              | 160 S 68th Street
employer_address2              | SUITE 1210
employer_city                  | West Des Moines
employer_state                 | IA
employer_postal_code           | 50266
begin_date                     | 9/30/2024
end_date                       | 9/29/2027
total_worker_positions         | 1
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 33 ]-----------------+----------------------------------------------------------
case_number                    | I-200-23313-489199
job_title                      | Software Developer
employer_name                  | PIONEER CONSULTING LLC
secondary_entity_business_name | State of Maine
employer_poc_email             | MADHAVI@PIONEERCONSULTINGSERVICE.COM
employer_poc_phone             | 15158680873
employer_poc_first_name        | MADHAVI
employer_poc_last_name         | SHANKAIAHGARI
worksite_address1              | 51 Commerce Dr
worksite_address2              | 
worksite_city                  | Augusta
worksite_county                | KENNEBUNK TOWN
lawfirm_name_business_name     | IMM Laws
employer_address1              | 160 S 68th Street
employer_address2              | SUITE 1210
employer_city                  | West Des Moines
employer_state                 | IA
employer_postal_code           | 50266
begin_date                     | 11/8/2023
end_date                       | 11/7/2026
total_worker_positions         | 1
