-[ RECORD 1 ]------------------+-------------------------------------------------------------------
case_number                    | I-200-25162-078514
lawfirm_name_business_name     | 
employer_address1              | 5 Independence way
employer_address2              | Suite 220
employer_city                  | Princeton
employer_state                 | NJ
employer_postal_code           | 08540
begin_date                     | 10/1/2023
end_date                       | 9/30/2026
total_worker_positions         | 1
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 9 ]------------------+-------------------------------------------------------------------
case_number                    | I-200-24086-830894
job_title                      | WIC CPA (dietitians and nutritionists)
employer_name                  | Cheyenne-Laramie County Health Department Board of Health
secondary_entity_business_name | 
employer_poc_email             | dalene.frantz@laramiecountywy.gov
employer_poc_phone             | 13076334061
employer_poc_first_name        | Dalene
employer_poc_last_name         | Frantz
worksite_address1              | 100 Central Ave
worksite_address2              | 
worksite_city                  | Cheyenne
worksite_county                | LARAMIE
lawfirm_name_business_name     | Larson King LLP
employer_address1              | 100 Central Ave
employer_address2              | 
employer_city                  | Cheyenne
employer_state                 | WY
employer_postal_code           | 82007
begin_date                     | 7/1/2024
end_date                       | 4/24/2025
total_worker_positions         | 1
soc_code                       | 29-1031.00
h_1b_dependent                 | No

